MIN,PF,STL,PTS,FGM,FGA,BLK,BLKA,PLUS_MINUS,PFD,TOV,DREB,REB,OREB,FTM,FTA,EXP,POSS,AGE,HEIGHT,WEIGHT,BMI,USG_PCT,PIE,E_OFF_RATING,E_DEF_RATING,AST_TO,AST_RATIO,FG3M,FG3A,AST,PFD,Games Missed
26.716666666666665,3,0,13,5,14,2,1,-25,2,2,10,13,3,2,4,1.0,62,23,81.0,240.0,25.715592135345222,0.25,0.11,74.8,124.2,1.0,10.0,1,5,2,2,43
1111.8283333333334,100,21,608,247,490,21,42,-87,116,59,212,318,106,77,134,2.0,2345,22,83.0,235.0,23.980984177674554,0.229,0.099,112.2,115.0,0.73,6.6,37,108,43,116,29
334.4866666666667,24,7,168,52,123,1,5,-90,39,29,48,55,7,40,64,0.0,730,22,76.0,200.0,24.342105263157894,0.217,0.092,97.9,111.9,1.45,18.9,24,66,42,39,0
1498.605,186,43,581,234,381,50,35,-150,151,105,374,519,145,113,169,7.0,3076,31,83.0,254.0,25.919872260124837,0.163,0.129,107.4,113.5,1.92,26.5,0,7,202,151,15
1298.005,127,105,255,102,243,71,3,97,27,32,94,124,30,8,18,1.0,2741,24,77.0,201.0,23.83251813121943,0.09,0.053,110.3,104.0,1.97,18.3,43,143,63,27,7
326.63,18,4,139,50,127,0,5,-67,6,14,37,44,7,12,14,1.0,695,26,76.0,190.0,23.125,0.187,0.071,101.1,110.1,1.36,11.6,27,80,19,6,0
224.1,21,4,36,14,56,1,5,-18,4,6,18,24,6,4,4,7.0,466,30,75.0,200.0,24.995555555555555,0.125,0.052,111.0,113.9,9.67,47.5,4,25,58,4,58
771.8766666666667,86,30,194,69,165,20,9,-44,33,22,76,89,13,33,43,8.0,1654,28,79.0,220.0,24.78128505047268,0.114,0.044,110.1,111.9,2.0,17.5,23,84,44,33,15
506.53333333333336,43,11,236,85,187,2,1,-40,27,8,36,41,5,16,24,1.0,1039,25,77.0,215.0,25.492494518468543,0.179,0.072,110.3,114.6,3.0,10.5,50,148,24,27,0
1340.7966666666666,105,24,353,116,275,35,5,136,44,30,213,260,47,34,37,3.0,2799,29,82.0,240.0,25.09220701963117,0.103,0.073,113.4,108.9,2.27,17.4,87,212,68,44,22
29.386666666666667,5,0,10,3,7,0,0,-4,3,2,7,7,0,1,2,1.0,60,29,84.0,260.0,25.90419501133787,0.152,0.067,101.7,110.2,1.0,16.7,3,7,2,3,36
280.0183333333333,36,8,95,33,89,13,3,-92,18,15,48,60,12,16,20,1.0,597,23,81.0,250.0,26.787075140984605,0.168,0.065,94.3,107.9,1.13,13.1,13,50,17,18,2
799.6316666666667,81,25,274,105,270,17,21,-49,114,69,100,139,39,49,80,7.0,1685,29,77.0,190.0,22.528250969809413,0.198,0.064,102.8,105.8,1.87,25.7,15,61,129,114,40
1912.25,126,40,1162,443,817,54,24,360,100,77,354,445,91,106,134,1.0,3924,23,82.0,218.0,22.792088042831647,0.214,0.125,118.7,111.2,0.91,6.9,170,382,70,100,11
2347.728333333333,116,76,970,363,669,63,24,337,115,57,233,309,76,110,131,2.0,4800,24,78.0,209.0,24.14973701512163,0.147,0.099,116.6,109.1,2.67,16.3,134,315,152,115,0
1497.615,98,70,827,284,640,9,24,548,132,99,141,177,36,121,142,13.0,3176,33,73.0,175.0,23.085944830174515,0.224,0.131,117.3,100.0,3.08,27.5,138,335,305,132,21
235.99,10,6,100,34,92,1,5,20,21,20,29,32,3,21,27,1.0,493,30,73.0,175.0,23.085944830174515,0.231,0.092,117.1,111.5,2.7,30.2,11,31,54,21,0
645.4416666666667,54,8,339,119,267,11,6,17,38,21,113,132,19,33,36,7.0,1388,29,82.0,240.0,25.09220701963117,0.194,0.112,101.2,102.0,1.33,8.6,68,184,28,38,29
851.6516666666666,72,24,213,76,211,14,8,-8,20,19,109,120,11,8,12,8.0,1806,32,79.0,237.0,26.696202531645568,0.116,0.05,105.6,105.5,2.11,14.5,53,155,40,20,19
1931.9216666666664,143,44,840,313,622,52,26,-9,102,106,316,397,81,98,113,2.0,4047,23,78.0,225.0,25.99852071005917,0.17,0.103,110.3,110.1,1.39,15.9,116,290,147,102,6
852.5183333333333,86,35,256,115,176,45,13,-17,50,26,139,252,113,26,53,2.0,1707,23,84.0,240.0,23.91156462585034,0.114,0.104,103.8,106.7,0.65,7.0,0,0,17,50,41
519.4116666666666,61,11,105,35,99,8,3,92,7,16,61,84,23,5,6,1.0,1097,23,77.0,206.0,24.425366840951256,0.095,0.04,109.6,102.4,1.75,19.2,30,88,28,7,0
724.5766666666667,87,14,367,142,301,58,18,-203,50,36,189,265,76,45,66,2.0,1523,23,84.0,231.0,23.014880952380953,0.21,0.123,101.5,114.7,0.97,8.8,38,118,35,50,16
1580.3283333333334,128,46,931,375,603,49,42,42,220,74,270,428,158,181,256,5.0,3283,27,79.0,240.0,27.034129145970198,0.211,0.152,106.5,105.2,0.99,8.5,0,10,73,220,0
1196.1533333333334,48,34,481,186,387,13,23,153,55,34,85,96,11,58,73,3.0,2464,26,74.0,183.0,23.493243243243242,0.161,0.092,114.9,109.5,4.41,24.9,51,134,150,55,25
721.8316666666667,108,26,310,104,229,18,19,-142,97,43,119,146,27,71,87,2.0,1568,24,83.0,245.0,25.001451589490493,0.178,0.08,104.4,112.0,1.16,13.9,31,91,50,97,4
920.195,93,31,370,146,268,47,28,-363,98,43,229,383,154,78,126,1.0,2010,21,86.0,245.0,23.287587885343427,0.157,0.114,97.9,116.4,0.23,2.7,0,0,10,98,0
765.725,56,12,337,119,265,12,5,64,19,16,52,60,8,14,22,1.0,1695,27,75.0,184.0,22.995911111111113,0.157,0.062,112.2,108.3,1.63,8.2,85,214,26,19,0
1455.32,165,40,592,206,432,159,17,25,113,67,243,306,63,111,142,5.0,3047,25,83.0,250.0,25.51168529539846,0.167,0.09,108.5,107.1,0.72,7.8,69,206,48,113,25
699.6983333333334,58,26,246,82,209,10,14,-28,49,38,133,148,15,53,75,0.0,1530,23,79.0,220.0,24.78128505047268,0.16,0.088,107.6,110.3,2.32,23.9,29,83,88,49,5
640.37,51,5,220,78,167,13,8,-40,35,18,96,128,32,36,45,1.0,1317,21,77.0,220.0,26.085343228200372,0.135,0.072,115.2,118.6,1.28,10.1,28,80,23,35,19
26.116666666666667,1,0,9,2,7,1,0,-30,2,1,0,1,1,3,3,0.0,53,22,78.0,200.0,23.109796186719265,0.133,0.048,65.6,133.9,1.0,11.1,2,7,1,2,0
93.35,8,7,41,15,42,2,3,-54,7,5,8,9,1,7,10,0.0,204,22,77.0,210.0,24.899645808736718,0.217,0.066,88.2,116.0,1.6,13.6,4,19,8,7,0
278.77666666666664,22,9,124,37,100,10,10,-17,31,15,45,72,27,44,55,0.0,588,23,82.0,253.0,26.451368233194525,0.207,0.089,102.7,108.4,0.53,5.4,6,33,8,31,0
1346.6883333333333,179,34,784,304,581,76,31,-292,136,69,240,322,82,115,166,1.0,2915,21,81.0,264.0,28.287151348879743,0.218,0.113,101.9,111.5,1.04,9.1,61,174,72,136,2
595.145,68,15,242,89,196,5,10,-66,34,33,98,127,29,37,51,5.0,1254,33,82.0,234.0,24.464901844140392,0.179,0.084,110.5,115.9,2.09,21.6,27,85,69,34,7
1546.6083333333331,176,70,324,137,223,141,12,-2,91,65,265,407,142,50,70,6.0,3106,27,83.0,220.0,22.450283059950646,0.092,0.082,108.3,107.0,0.71,12.6,0,3,46,91,8
594.2366666666667,68,23,212,90,145,40,11,157,54,18,123,166,43,31,64,1.0,1248,22,83.0,215.0,21.940049354042678,0.136,0.109,115.2,101.8,1.56,12.8,1,5,28,54,39
62.61833333333333,7,0,15,4,9,0,1,-12,7,3,7,11,4,7,11,0.0,134,23,84.0,245.0,24.40972222222222,0.111,0.033,96.2,113.6,0.67,10.5,0,1,2,7,4
1006.9183333333332,88,47,508,192,458,22,34,-52,66,69,131,144,13,48,66,1.0,2117,22,78.0,205.0,23.687541091387246,0.228,0.088,107.4,109.9,1.48,15.6,76,219,102,66,18
363.91833333333335,29,16,123,39,114,1,7,-76,31,31,40,46,6,23,28,0.0,776,20,74.0,190.0,24.39189189189189,0.186,0.075,102.6,110.5,2.26,30.7,22,60,70,31,0
1834.7816666666668,102,69,540,191,412,37,6,339,68,53,266,316,50,48,58,12.0,3768,32,80.0,230.0,25.2640625,0.116,0.088,116.6,107.6,2.79,23.3,110,272,148,68,5
566.1483333333333,58,14,134,46,141,3,7,24,34,12,93,122,29,19,25,1.0,1148,30,81.0,236.0,25.286998933089468,0.123,0.064,105.8,104.5,3.67,21.2,23,85,44,34,0
2487.7816666666668,192,95,1898,732,1293,48,62,384,418,222,575,780,205,342,394,5.0,5084,26,83.0,284.0,28.981274495572652,0.293,0.201,118.1,112.3,2.7,26.2,92,237,599,418,0
2348.153333333333,137,65,1639,666,1396,48,52,-341,162,126,671,817,146,131,156,9.0,4849,30,83.0,260.0,26.5321527072144,0.292,0.168,105.4,113.0,2.13,14.5,176,440,269,162,3
10.766666666666667,2,0,0,0,3,0,1,-16,0,2,1,1,0,0,0,1.0,23,25,82.0,257.0,26.869571683521713,0.217,-0.094,91.0,161.7,0.5,16.7,0,2,1,0,0
2205.4816666666666,160,82,1283,438,918,18,69,79,243,119,173,215,42,236,271,5.0,4642,28,75.0,215.0,26.87022222222222,0.221,0.096,112.7,111.0,1.08,10.1,171,416,129,243,3
83.29833333333333,14,1,20,8,15,9,3,23,5,3,13,19,6,4,6,1.0,180,28,82.0,231.0,24.151249256395005,0.106,0.053,116.7,104.8,0.67,8.7,0,0,2,5,0
1433.2616666666668,114,66,682,249,519,32,38,118,83,75,183,237,54,80,102,3.0,2992,23,79.0,232.0,26.13299150777119,0.193,0.099,111.6,107.6,1.25,12.8,104,261,94,83,29
683.08,55,17,253,104,209,15,11,25,23,23,112,138,26,19,26,0.0,1381,23,81.0,220.0,23.572626124066453,0.157,0.093,110.5,106.3,1.26,10.7,26,85,29,23,10
601.2083333333334,100,23,228,96,149,33,15,-89,43,29,101,163,62,36,57,0.0,1266,20,80.0,235.0,25.81328125,0.141,0.087,107.7,114.5,0.62,8.2,0,3,18,43,15
519.1316666666667,32,19,229,73,151,20,6,59,47,10,86,115,29,50,65,1.0,1154,23,79.0,210.0,23.65486300272392,0.149,0.096,115.9,109.6,1.8,8.7,33,78,18,47,0
606.79,41,16,271,98,227,4,5,-42,45,25,124,152,28,36,42,7.0,1296,28,80.0,198.0,21.7490625,0.184,0.116,106.0,110.1,2.2,16.9,39,104,55,45,42
1355.61,125,39,193,66,177,20,8,-179,52,40,153,204,51,21,28,9.0,2871,36,77.0,245.0,29.049586776859503,0.072,0.034,108.8,113.4,1.53,21.0,40,119,61,52,16
1953.6683333333333,171,69,824,302,686,79,50,35,132,128,325,418,93,108,145,1.0,4081,22,79.0,230.0,25.90770709822144,0.191,0.089,109.2,110.0,1.26,15.5,112,290,161,132,8
1088.465,86,31,385,148,355,22,25,193,71,46,147,182,35,42,66,3.0,2242,24,78.0,205.0,23.687541091387246,0.166,0.076,111.0,102.1,2.0,17.7,47,149,92,71,22
2006.025,174,64,1196,437,961,37,63,130,254,130,310,405,95,249,301,4.0,4161,27,81.0,230.0,24.64410912970584,0.261,0.119,112.7,109.7,1.92,17.0,73,246,250,254,15
1574.71,99,49,468,168,387,23,16,223,45,33,269,332,63,31,40,5.0,3431,28,77.0,209.0,24.78107606679035,0.113,0.079,114.7,107.9,2.45,15.6,101,272,81,45,3
832.4666666666667,108,29,278,93,220,28,10,147,51,34,90,119,29,36,45,8.0,1698,32,73.0,180.0,23.74554325389379,0.146,0.066,115.7,106.3,2.24,21.6,56,141,76,51,34
33.37166666666667,6,2,5,1,1,0,0,-18,2,0,2,3,1,3,3,1.0,67,25,79.0,181.0,20.388239064252524,0.026,0.057,105.5,133.5,0.0,66.7,0,0,4,2,43
581.6516666666666,45,14,197,72,165,8,6,23,17,11,56,75,19,13,17,10.0,1209,32,80.0,235.0,25.81328125,0.135,0.066,111.4,109.5,2.64,13.6,40,112,29,17,5
1983.3566666666663,126,64,655,255,528,46,49,-292,109,98,261,327,66,91,125,0.0,4151,19,79.0,215.0,24.218074026598302,0.146,0.071,106.2,112.8,1.01,12.7,54,138,99,109,1
1684.7816666666668,81,42,736,252,611,3,18,27,91,66,98,116,18,71,78,11.0,3568,32,73.0,180.0,23.74554325389379,0.177,0.079,107.7,106.5,2.45,18.7,161,429,162,91,4
1820.9416666666664,132,62,1259,445,953,24,44,432,226,179,314,359,45,198,228,10.0,3707,31,80.0,220.0,24.165625,0.296,0.145,117.2,106.3,1.56,18.6,171,416,280,226,16
1162.245,111,51,502,191,401,36,26,102,93,51,186,262,76,71,98,14.0,2339,36,79.0,257.0,28.949046627143087,0.184,0.098,114.6,109.9,1.92,16.6,49,143,98,93,11
177.28166666666667,29,10,88,42,78,13,11,36,7,12,31,61,30,4,8,0.0,374,22,81.0,210.0,22.50114311842707,0.208,0.132,106.2,98.0,1.0,11.5,0,6,12,7,1
296.6566666666667,36,6,111,38,82,3,9,-4,9,9,41,45,4,5,8,1.0,632,26,78.0,210.0,24.265285996055226,0.133,0.071,110.2,111.7,1.89,15.2,30,64,17,9,25
1267.5583333333334,104,37,510,184,418,9,21,40,42,53,125,158,33,40,45,0.0,2636,23,73.0,195.0,25.724338525051603,0.162,0.082,110.8,110.4,2.26,19.6,102,248,120,42,6
737.0833333333334,91,20,304,124,228,28,32,-116,81,43,135,208,73,56,110,0.0,1555,21,80.0,225.0,24.71484375,0.184,0.086,103.4,109.8,0.67,8.3,0,1,29,81,0
157.355,10,4,76,29,68,1,7,-9,5,7,15,17,2,7,8,1.0,338,28,73.0,180.0,23.74554325389379,0.204,0.098,102.7,103.0,2.57,18.8,11,26,18,5,0
121.09,18,8,46,16,35,2,4,-59,10,10,8,11,3,13,16,1.0,261,24,75.0,205.0,25.620444444444445,0.18,0.046,94.9,118.2,0.8,13.3,1,6,8,10,21
888.2833333333333,61,21,354,136,313,10,19,-284,69,53,150,179,29,55,82,0.0,1879,20,76.0,175.0,21.299342105263158,0.191,0.085,103.0,115.7,1.64,17.8,27,87,87,69,7
2510.8816666666667,188,53,1264,467,1060,20,86,137,224,139,346,414,68,206,276,1.0,5101,21,78.0,214.0,24.72748191978961,0.228,0.095,108.3,105.9,1.56,14.1,124,309,217,224,0
769.32,53,37,242,95,215,4,17,22,32,79,92,110,18,16,17,14.0,1591,35,73.0,180.0,23.74554325389379,0.166,0.11,108.2,107.4,2.52,39.8,36,89,199,32,27
1403.2,109,73,557,209,447,6,31,-21,120,53,128,156,28,75,85,5.0,3104,29,73.0,180.0,23.74554325389379,0.155,0.086,109.2,109.6,2.75,21.3,64,164,146,120,8
18.73333333333333,3,0,4,2,4,2,0,-7,1,3,2,4,2,0,2,2.0,44,24,82.0,215.0,22.47843545508626,0.157,-0.026,91.7,108.3,0.0,0.0,0,1,0,1,0
68.15,8,2,34,9,18,0,3,-12,16,4,10,11,1,14,19,1.0,153,23,75.0,209.0,26.120355555555555,0.176,0.119,98.3,108.9,1.5,16.2,2,7,6,16,0
1949.27,146,52,709,248,561,11,13,107,34,45,207,223,16,50,55,7.0,3955,30,78.0,205.0,23.687541091387246,0.14,0.074,108.3,106.1,2.2,13.8,163,398,99,34,7
1544.145,127,41,715,263,585,7,20,246,83,74,168,192,24,67,82,9.0,3192,31,74.0,208.0,26.7027027027027,0.195,0.091,116.5,108.9,2.77,22.8,122,282,205,83,2
210.67,40,6,78,32,78,6,11,-36,9,15,46,73,27,10,13,0.0,446,21,80.0,250.0,27.4609375,0.19,0.064,108.2,113.7,0.93,12.5,4,21,14,9,4
1781.4033333333334,213,39,869,366,575,96,30,9,145,75,360,504,144,135,170,5.0,3728,27,82.0,235.0,24.56945270672219,0.173,0.122,113.8,113.0,1.35,12.3,2,11,101,145,11
1771.57,139,98,582,193,498,4,32,-186,138,111,195,223,28,130,150,9.0,3816,30,75.0,190.0,23.74577777777778,0.155,0.098,108.0,112.9,3.9,39.2,66,214,433,138,4
2242.778333333333,195,101,593,204,509,84,16,203,67,64,405,466,61,50,62,7.0,4649,30,79.0,209.0,23.542220797949046,0.114,0.072,117.0,112.9,1.83,16.3,135,356,117,67,2
100.71666666666668,8,3,43,13,28,3,1,-25,11,2,8,14,6,12,13,1.0,215,24,79.0,225.0,25.34449607434706,0.148,0.091,106.9,119.9,2.5,12.2,5,15,5,11,0
985.25,105,43,417,186,258,91,8,8,57,52,225,358,133,45,73,2.0,2052,23,80.0,237.0,26.03296875,0.145,0.152,113.0,112.6,1.81,21.6,0,2,94,57,20
45.38,4,0,20,8,20,3,0,11,5,1,12,16,4,3,8,0.0,106,21,78.0,235.0,27.154010519395136,0.21,0.079,115.9,105.4,2.0,7.4,1,6,2,5,19
1353.565,109,15,642,269,425,44,26,-13,140,75,131,272,141,99,137,12.0,2933,33,84.0,281.0,27.996456916099774,0.169,0.102,106.6,108.7,0.73,9.0,5,18,55,140,1
124.53333333333332,16,9,31,11,32,4,2,-3,2,13,18,23,5,3,4,1.0,282,23,81.0,228.0,24.429812528577962,0.145,0.044,102.6,106.0,0.77,17.5,6,21,10,2,14
942.7166666666668,74,24,246,94,260,7,8,-131,37,36,80,103,23,24,28,6.0,1957,28,80.0,208.0,22.8475,0.139,0.037,106.8,113.7,1.47,14.7,34,113,53,37,14
193.65833333333333,12,8,91,37,70,1,1,-17,10,7,14,22,8,6,8,4.0,392,29,76.0,205.0,24.950657894736842,0.179,0.097,111.6,115.5,2.29,16.7,11,24,16,10,31
282.75,24,6,56,21,59,5,5,-67,18,10,23,35,12,9,12,1.0,590,21,76.0,216.0,26.289473684210527,0.111,0.03,98.2,108.8,1.3,14.9,5,18,13,18,50
107.30166666666666,15,2,27,9,18,4,2,-7,11,2,15,26,11,9,16,5.0,223,26,78.0,217.0,25.074128862590403,0.105,0.074,112.1,113.0,6.5,31.7,0,1,13,11,0
2240.48,182,57,496,175,394,32,9,471,68,83,397,485,88,39,46,3.0,4639,28,76.0,226.0,27.50657894736842,0.095,0.074,116.8,105.8,2.18,26.6,107,278,181,68,1
1357.6616666666666,115,45,716,264,628,40,21,130,80,65,261,303,42,82,102,14.0,2865,34,80.0,250.0,27.4609375,0.23,0.108,108.1,104.3,1.35,10.7,106,278,88,80,9
2186.661666666667,163,40,1015,391,579,190,41,728,347,118,720,960,240,233,374,7.0,4613,29,85.0,258.0,25.103667820069205,0.166,0.165,117.5,100.8,0.75,9.4,0,4,89,347,1
1797.1866666666667,120,44,789,310,648,7,54,-111,121,68,263,312,49,124,161,1.0,3950,23,80.0,230.0,25.2640625,0.18,0.082,108.6,110.8,1.21,9.4,45,137,82,121,15
2368.846666666667,190,89,1445,544,1238,23,73,-88,309,312,641,750,109,271,413,12.0,5279,32,75.0,200.0,24.995555555555555,0.295,0.164,108.5,110.0,2.45,30.6,86,273,763,309,4
450.42333333333335,47,9,136,49,117,0,3,10,38,10,62,67,5,13,20,3.0,936,27,75.0,195.0,24.370666666666665,0.128,0.078,106.2,105.4,5.6,29.3,25,67,56,38,7
780.595,76,32,267,99,210,13,25,-89,82,55,77,97,20,61,89,0.0,1614,22,74.0,183.0,23.493243243243242,0.171,0.096,105.9,111.3,3.16,36.3,8,23,174,82,1
1909.0166666666669,110,52,857,279,691,14,34,-213,96,60,275,318,43,124,147,0.0,3960,22,79.0,215.0,24.218074026598302,0.182,0.092,104.5,109.9,1.58,10.5,175,460,95,96,0
232.59833333333333,17,8,89,32,72,1,6,-38,6,10,24,30,6,4,4,0.0,510,25,76.0,205.0,24.950657894736842,0.146,0.084,103.6,109.8,2.1,20.0,21,47,21,6,2
157.68666666666667,8,2,39,13,33,3,2,-57,4,4,13,19,6,8,8,0.0,341,24,78.0,195.0,22.53205128205128,0.101,0.052,89.1,107.8,1.0,8.9,5,22,4,4,15
869.085,94,24,285,107,282,9,29,-132,50,44,104,143,39,45,64,1.0,1792,20,80.0,230.0,25.2640625,0.176,0.045,105.2,110.6,1.07,11.7,26,115,47,50,10
949.81,56,17,260,89,221,0,10,5,36,21,116,147,31,24,32,3.0,1963,26,78.0,240.0,27.731755424063117,0.114,0.063,107.7,108.0,1.76,12.6,58,158,37,36,5
954.6816666666666,76,9,454,186,365,47,11,157,65,44,202,275,73,43,53,11.0,1948,31,82.0,235.0,24.56945270672219,0.2,0.115,117.2,109.0,1.68,14.7,39,115,74,65,31
1638.2016666666666,96,44,711,258,552,8,16,319,64,65,126,136,10,69,77,6.0,3444,30,74.0,185.0,23.75,0.169,0.084,113.8,105.4,2.38,19.4,126,280,155,64,14
1179.6083333333331,70,27,830,287,565,23,40,-185,184,106,147,166,19,185,229,2.0,2462,22,78.0,180.0,20.798816568047336,0.283,0.146,106.1,113.3,1.95,21.2,71,170,207,184,37
1460.87,130,39,817,300,667,18,48,131,151,103,115,148,33,146,176,2.0,3087,24,77.0,205.0,24.306797099004893,0.239,0.101,108.5,104.5,1.87,18.6,71,203,193,151,8
332.3983333333333,33,17,73,26,78,5,9,-75,18,11,41,48,7,18,22,3.0,711,27,79.0,190.0,21.402018907226406,0.124,0.047,100.5,108.0,2.27,20.2,3,16,25,18,4
216.8383333333333,15,13,41,15,46,2,3,-8,6,7,15,18,3,4,8,3.0,454,26,76.0,215.0,26.167763157894736,0.11,0.043,103.4,105.5,3.0,26.9,7,23,21,6,3
269.19666666666666,15,14,124,44,98,2,8,13,19,9,25,35,10,22,25,0.0,558,23,76.0,205.0,24.950657894736842,0.186,0.113,108.9,107.2,3.33,20.1,14,40,30,19,0
1513.5266666666666,116,50,317,107,298,11,8,25,36,42,172,214,42,35,46,7.0,3148,30,78.0,226.0,26.114069690992768,0.102,0.045,112.9,110.9,1.79,17.2,68,212,75,36,0
64.33333333333333,4,2,20,6,16,1,0,42,4,5,13,13,0,6,6,6.0,141,28,77.0,215.0,25.492494518468543,0.154,0.102,117.0,88.5,1.8,27.3,2,7,9,4,69
1005.5616666666666,116,52,267,89,233,18,15,-158,53,54,124,153,29,44,55,5.0,2122,25,78.0,242.0,27.96285338593031,0.13,0.056,104.4,111.5,1.65,22.3,45,137,89,53,0
2151.518333333333,119,77,2015,658,1365,8,56,244,290,213,316,345,29,362,395,11.0,4725,33,75.0,185.0,23.12088888888889,0.331,0.181,112.8,108.5,1.7,17.4,337,801,363,290,9
1228.7133333333334,97,38,416,150,335,12,16,-154,29,41,186,224,38,25,31,3.0,2608,26,77.0,219.0,25.966773486254006,0.133,0.082,104.8,109.5,1.76,15.6,91,215,72,29,21
1604.4983333333332,113,54,438,189,308,38,20,15,130,78,301,514,213,60,135,7.0,3320,27,83.0,265.0,27.04238641312237,0.118,0.09,113.2,114.4,1.42,19.8,0,3,111,130,14
1324.4483333333333,63,51,559,208,506,12,28,-229,55,88,139,163,24,38,50,2.0,2823,24,79.0,205.0,23.091651978849544,0.19,0.077,103.2,111.8,1.25,15.2,105,314,110,55,0
35.416666666666664,1,2,12,5,10,1,2,-20,1,2,5,5,0,2,2,3.0,85,24,82.0,222.0,23.210291493158834,0.138,0.084,89.8,116.1,0.5,7.1,0,0,1,1,0
1796.1966666666667,113,128,596,274,490,23,31,70,72,135,201,256,55,33,48,5.0,3869,29,73.0,190.0,25.064740101332333,0.149,0.119,111.7,108.9,3.38,41.4,15,48,456,72,3
117.38166666666666,16,2,62,27,51,0,2,1,12,4,12,14,2,8,10,6.0,248,27,80.0,220.0,24.165625,0.213,0.072,108.2,109.6,1.25,7.9,0,7,5,12,68
135.54833333333335,22,1,47,21,29,20,3,26,12,6,36,52,16,5,15,1.0,295,25,89.0,311.0,27.601691705592728,0.127,0.102,120.7,105.7,0.5,6.7,0,0,3,12,6
935.705,99,31,241,99,158,49,14,129,53,22,151,250,99,40,55,11.0,1899,36,81.0,232.0,24.858405730833713,0.095,0.095,110.7,102.7,1.64,14.9,3,15,36,53,3
1304.2616666666668,127,63,585,224,489,21,33,14,110,105,144,169,25,100,129,1.0,2731,20,76.0,234.0,28.480263157894736,0.21,0.094,105.5,103.9,1.72,21.9,37,131,181,110,2
905.3333333333334,75,28,389,131,327,23,15,-129,64,47,123,142,19,65,76,4.0,1913,27,79.0,218.0,24.556000640922928,0.189,0.08,109.1,114.2,1.62,15.8,62,155,76,64,30
1263.3266666666666,126,29,472,178,350,13,34,31,77,40,186,242,56,78,94,1.0,2612,24,77.0,215.0,25.492494518468543,0.144,0.091,112.6,109.2,2.6,19.4,38,91,104,77,1
1074.0383333333334,97,44,533,195,456,14,30,-67,56,63,134,154,20,45,55,1.0,2286,24,76.0,201.0,24.463815789473685,0.213,0.087,106.8,109.6,1.32,13.3,98,267,83,56,0
49.32,7,1,2,1,7,0,0,-19,0,4,1,1,0,0,0,1.0,107,23,78.0,190.0,21.9543063773833,0.094,-0.065,94.7,112.7,0.5,15.4,0,5,2,0,10
1346.486666666667,88,47,717,254,616,21,28,-235,103,74,143,158,15,120,138,8.0,2818,30,78.0,206.0,23.803090072320842,0.23,0.09,102.7,111.8,1.46,12.7,89,264,108,103,26
2383.405,119,87,1407,510,1134,26,37,-89,171,128,255,302,47,165,202,5.0,4953,27,73.0,190.0,25.064740101332333,0.238,0.113,109.6,112.1,2.29,18.0,222,571,293,171,3
1652.195,152,74,823,370,662,40,39,146,141,137,255,423,168,71,113,13.0,3445,33,80.0,235.0,25.81328125,0.216,0.128,114.4,110.1,2.12,25.7,12,45,291,141,4
551.04,74,22,166,67,137,10,12,-12,48,43,70,124,54,25,49,2.0,1204,28,78.0,219.0,25.305226824457595,0.147,0.055,109.5,106.8,1.07,18.6,7,29,46,48,0
1777.7016666666666,126,56,658,226,614,11,19,-621,115,141,186,211,25,101,135,0.0,3829,20,76.0,175.0,21.299342105263158,0.188,0.063,96.5,113.2,1.61,21.8,105,313,227,115,7
34.056666666666665,4,0,2,1,9,0,0,-16,0,1,5,5,0,0,0,2.0,81,25,77.0,212.0,25.136785292629447,0.118,-0.04,97.4,110.0,1.0,9.1,0,8,1,0,0
270.84166666666664,31,4,143,59,91,8,2,-14,22,11,43,61,18,16,24,3.0,605,23,82.0,248.0,25.928613920285546,0.163,0.111,111.4,113.9,1.36,12.1,9,21,15,22,60
76.47,7,2,30,10,18,4,1,-18,10,3,10,18,8,10,11,1.0,155,24,84.0,221.0,22.018565759637188,0.145,0.134,97.2,101.1,1.33,13.3,0,2,4,10,0
61.96666666666667,7,2,8,3,20,1,2,5,4,4,8,8,0,2,6,6.0,133,30,72.0,170.0,23.053626543209877,0.178,0.012,93.5,91.0,4.0,37.2,0,8,16,4,0
1985.2233333333331,111,31,1163,407,911,11,28,71,152,64,209,229,20,142,174,7.0,4073,29,77.0,205.0,24.306797099004893,0.23,0.102,113.6,111.6,1.97,10.7,207,529,126,152,2
1050.256666666667,99,33,370,130,356,6,15,-26,42,43,101,129,28,35,43,4.0,2247,26,79.0,220.0,24.78128505047268,0.165,0.047,112.9,112.5,1.6,14.2,75,239,69,42,5
2014.3083333333332,119,55,1210,473,924,51,63,324,131,107,357,419,62,182,204,9.0,4223,28,80.0,226.0,24.8246875,0.237,0.145,112.3,104.7,2.06,16.5,82,208,220,131,7
1306.555,89,40,447,169,329,14,15,0,91,96,112,142,30,67,79,4.0,2711,29,79.0,210.0,23.65486300272392,0.15,0.096,109.9,109.4,2.82,37.3,42,118,271,91,11
683.9466666666667,61,15,300,131,197,30,18,-16,48,33,154,239,85,38,55,3.0,1463,23,82.0,248.0,25.928613920285546,0.154,0.132,109.1,111.4,1.12,12.6,0,3,37,48,1
992.0783333333334,75,13,249,88,171,11,8,64,12,21,94,112,18,11,11,7.0,2051,29,78.0,213.0,24.611932938856015,0.084,0.06,114.8,111.3,2.81,23.1,62,109,59,12,23
